Index,Country,Date,Confirmed Cases,Confirmed Deaths,Population,region,total_cases,cases_in_last_7days,cases_in_last_24hrs,total_deaths,deaths_in_last_7days,deaths_in_last_24hrs
41305,Micronesia,6/29/2022,38,0,115021,,,,,,,
41306,Moldova,6/29/2022,520321,11567,4033963,,,,,,,
41307,Monaco,6/29/2022,12945,58,39244,Europe,14014,127,19,61,0,0
41308,Mongolia,6/29/2022,928586,2179,3278292,Western Pacific,939010,4976,347,2119,0,0
41309,Montenegro,6/29/2022,239989,2729,628062,Europe,254572,6040,1205,2739,7,1
41310,Montserrat,6/29/2022,1018,8,4999,Americas,1045,20,5,8,0,0
41311,Morocco,6/29/2022,1212906,16107,36910558,Eastern Mediterranean,1258761,5420,743,16224,31,9
41312,Mozambique,6/29/2022,227819,2212,31255435,Africa,229387,270,0,2215,0,0
41313,Burma,6/29/2022,613583,19434,54409794,,,,,,,
41314,Namibia,6/29/2022,169076,4061,2540916,Africa,166388,0,0,4069,0,0
41315,Nepal,6/29/2022,979658,11952,29136808,South-East Asia,984475,2073,0,11959,5,0
41316,Netherlands,6/29/2022,8177570,22370,17134873,Europe,8320281,28019,4453,22476,37,11
41317,New Caledonia,6/29/2022,64337,313,285491,Western Pacific,69796,1661,1640,314,0,0
41318,New Zealand,6/29/2022,1338501,1466,4822233,Western Pacific,1577414,58242,8945,2083,280,44
41319,Nicaragua,6/29/2022,14690,242,6624554,Americas,14807,30,30,244,0,0
41320,Niger,6/29/2022,9031,310,24206636,Africa,9104,0,0,311,0,0
41321,Nigeria,6/29/2022,256958,3144,206139587,Africa,259485,0,0,3146,0,0
41322,North Korea,6/29/2022,1,6,25778815,,,,,,,
41323,North Macedonia,6/29/2022,313856,9323,2083380,Europe,324382,4577,957,9361,10,2
41324,Northern Mariana Islands,6/29/2022,11759,35,57557,,,,,,,
41325,Norway,6/29/2022,1446564,3337,5421242,Europe,1454671,1277,250,3623,27,0
41326,Oman,6/29/2022,390244,4628,5106622,Eastern Mediterranean,395737,1522,0,4628,0,0
41327,Pakistan,6/29/2022,1535785,30395,220892331,Eastern Mediterranean,1551251,4048,371,30470,25,1
41328,Palau,6/29/2022,5220,6,18092,Western Pacific,5220,6,4,6,0,0
41329,West Bank and Gaza,6/29/2022,659853,5660,5101416,,,,,,,
41330,Panama,6/29/2022,919740,8359,4314768,Americas,948473,6390,0,8412,17,0
41331,Papua New Guinea,6/29/2022,44717,662,8947027,Western Pacific,44776,11,4,662,0,0
41332,Paraguay,6/29/2022,655532,18963,7132530,Americas,701060,12240,0,19147,64,0
41333,Peru,6/29/2022,3620801,213483,32971846,Americas,3845093,83648,5994,214071,231,43
41334,Philippines,6/29/2022,3703100,60542,109581085,Western Pacific,3757762,20676,2360,60694,53,0
41335,Poland,6/29/2022,6014404,116424,37846605,Europe,6058462,19570,3719,116535,49,11
41336,Portugal,6/29/2022,5160861,24121,10196707,Europe,5328850,29277,5607,24565,72,9
41337,Puerto Rico,6/29/2022,768738,4561,2860840,Americas,838301,18126,372,4732,41,4
41338,Qatar,6/29/2022,381976,679,2881060,Eastern Mediterranean,404408,6962,964,680,0,0
41339,Reunion,6/29/2022,422769,812,895308,,,,,,,
41340,Romania,6/29/2022,2919461,65739,19237682,Europe,3024064,49184,12353,65894,70,32
41341,Russia,6/29/2022,18158163,373349,145934460,,,,,,,
41342,Rwanda,6/29/2022,130952,1459,12952209,Africa,132095,151,0,1466,0,0
41343,St. Martin (French part),6/29/2022,10952,63,38659,,,,,,,
41344,Samoa,6/29/2022,14906,29,198410,Western Pacific,15318,75,0,29,0,0
41345,San Marino,6/29/2022,17961,115,33938,Europe,19701,273,0,118,1,0
41346,São Tomé and Príncipe,6/29/2022,6043,73,219161,,,,,,,
41347,Saudi Arabia,6/29/2022,794488,9207,34813867,Eastern Mediterranean,808419,3142,366,9243,10,3
41348,Senegal,6/29/2022,86305,1968,16743930,Africa,87118,264,0,1968,0,0
41349,Serbia,6/29/2022,2028482,16125,6802111,Europe,2095066,31172,6100,16229,51,6
41350,Seychelles,6/29/2022,44669,167,98340,Africa,45269,0,0,168,0,0
41351,Sierra Leone,6/29/2022,7695,125,7976985,Africa,7729,4,0,125,0,0
41352,Singapore,6/29/2022,1434563,1411,5850343,Western Pacific,1677126,61059,12419,1487,30,4
41353,Sint Maarten,6/29/2022,10580,86,42882,Americas,10741,85,85,87,0,0
41354,Slovakia,6/29/2022,2550368,20146,5459643,Europe,1814507,6120,1119,20206,23,5
41355,Slovenia,6/29/2022,1037714,6651,2078932,Europe,1075227,11494,2949,7893,7,1
41356,Solomon Islands,6/29/2022,21544,153,686878,Western Pacific,21544,0,0,153,0,0
41357,Somalia,6/29/2022,26803,1361,15893219,Eastern Mediterranean,26957,45,0,1361,0,0
41358,South Africa,6/29/2022,3993444,101764,59308690,Africa,4002981,1537,0,101955,16,0
41359,South Korea,6/29/2022,18359341,24547,51269183,,,,,,,
41360,South Sudan,6/29/2022,17722,138,11193729,Africa,17733,0,0,138,0,0
41361,Spain,6/29/2022,12734038,107906,46754783,Europe,13203228,71069,39089,110394,723,207
41362,Sri Lanka,6/29/2022,664110,16521,21413250,South-East Asia,665094,447,0,16544,11,0
41363,St. Barthelemy,6/29/2022,4697,6,9885,,,,,,,
41364,St. Helena,6/29/2022,4,0,6071,,,,,,,
41365,St. Kitts and Nevis,6/29/2022,6022,43,53192,,,,,,,
41366,St. Lucia,6/29/2022,27022,383,183629,,,,,,,
41367,St. Pierre and Miquelon,6/29/2022,2779,1,5795,,,,,,,
