Index,Country,Date,Confirmed Cases,Confirmed Deaths,Population,region,total_cases,cases_in_last_7days,cases_in_last_24hrs,total_deaths,deaths_in_last_7days,deaths_in_last_24hrs
443,Turks and Caicos Islands,1/2/2022,3560,26,38718,,,,,,,
444,U.S. Virgin Islands,1/2/2022,10106,89,104423,,,,,,,
445,Uganda,1/2/2022,144540,3302,45741000,,,,,,,
446,Ukraine,1/2/2022,3854405,102421,43733759,,,,,,,
447,United Arab Emirates,1/2/2022,767093,2168,9890400,,,,,,,
448,United Kingdom,1/2/2022,13235401,148851,67886004,,,,,,,
449,United States,1/2/2022,54984467,823063,331002647,,,,,,,
450,Uruguay,1/2/2022,415249,6175,3473727,,,,,,,
451,Uzbekistan,1/2/2022,199118,1485,33469199,,,,,,,
452,Vanuatu,1/2/2022,7,1,307150,,,,,,,
453,Holy See,1/2/2022,27,0,809,,,,,,,
454,Venezuela,1/2/2022,444972,5333,28435943,,,,,,,
455,Vietnam,1/2/2022,1763040,32831,97338583,,,,,,,
456,Wallis and Futuna,1/2/2022,454,7,11246,,,,,,,
457,Yemen,1/2/2022,10130,1984,29825968,,,,,,,
458,Zambia,1/2/2022,259677,3743,18383956,,,,,,,
459,Zimbabwe,1/2/2022,214214,5017,14862927,,,,,,,
460,Afghanistan,1/3/2022,158183,7364,38928341,,,,,,,
461,Albania,1/3/2022,210885,3220,2877800,,,,,,,
462,Algeria,1/3/2022,219532,6298,43851043,,,,,,,
463,American Samoa,1/3/2022,11,0,55197,,,,,,,
464,Andorra,1/3/2022,24502,140,77265,,,,,,,
465,Angola,1/3/2022,83764,1775,32866268,,,,,,,
466,Anguilla,1/3/2022,1674,5,15002,,,,,,,
467,Antarctica,1/3/2022,11,0,,,,,,,,
468,Antigua and Barbuda,1/3/2022,4283,119,97928,,,,,,,
469,Argentina,1/3/2022,5739326,117245,45195777,,,,,,,
470,Armenia,1/3/2022,345036,7983,2963234,,,,,,,
471,Aruba,1/3/2022,22020,181,106766,,,,,,,
472,Australia,1/3/2022,537308,2270,25499881,,,,,,,
473,Austria,1/3/2022,1281328,16867,9006400,,,,,,,
474,Azerbaijan,1/3/2022,617952,8383,10139175,,,,,,,
475,Bahamas,1/3/2022,25534,717,393248,,,,,,,
476,Bahrain,1/3/2022,284224,1395,1701583,,,,,,,
477,Bangladesh,1/3/2022,1587140,28081,164689383,,,,,,,
478,Barbados,1/3/2022,29160,262,287371,,,,,,,
479,Belarus,1/3/2022,701699,5624,9449321,,,,,,,
480,Belgium,1/3/2022,2133284,28385,11589616,,,,,,,
481,Belize,1/3/2022,33457,605,397621,,,,,,,
482,Benin,1/3/2022,24935,161,12123198,,,,,,,
483,Bermuda,1/3/2022,6420,110,62273,,,,,,,
484,Bhutan,1/3/2022,2664,3,771612,,,,,,,
485,Bolivia,1/3/2022,622312,19763,11673029,,,,,,,
486,Bosnia and Herzegovina,1/3/2022,291313,13442,3280815,,,,,,,
487,Botswana,1/3/2022,222053,2452,2351625,,,,,,,
488,Brazil,1/3/2022,22309081,619473,212559409,,,,,,,
489,British Virgin Islands,1/3/2022,3760,40,30237,,,,,,,
490,Brunei,1/3/2022,15506,98,437483,,,,,,,
491,Bulgaria,1/3/2022,751458,31080,6948445,,,,,,,
492,Burkina Faso,1/3/2022,17632,318,20903278,,,,,,,
493,Burundi,1/3/2022,27366,38,11890781,,,,,,,
494,Cambodia,1/3/2022,120516,3014,16718971,,,,,,,
495,Cameroon,1/3/2022,109367,1851,26545864,,,,,,,
496,Canada,1/3/2022,2323056,30749,37742157,,,,,,,
497,Cape Verde,1/3/2022,43567,352,555988,,,,,,,
498,"Bonaire, Sint Eustatius and Saba",1/3/2022,3531,23,26221,,,,,,,
499,Cayman Islands,1/3/2022,8943,12,65720,,,,,,,
500,Central African Republic,1/3/2022,12163,101,4829764,,,,,,,
501,Chad,1/3/2022,6183,184,16425859,,,,,,,
502,Channel Islands,1/3/2022,0,0,173859,,,,,,,
503,Chile,1/3/2022,1811297,39173,19116209,,,,,,,
504,China,1/3/2022,145691,5699,1471286879,,,,,,,
505,Colombia,1/3/2022,5191021,130061,50882884,,,,,,,
506,Comoros,1/3/2022,6907,158,869595,,,,,,,
507,Congo (Brazzaville),1/3/2022,21277,369,5518092,,,,,,,
508,Congo (Kinshasa),1/3/2022,74793,1205,89561404,,,,,,,
509,Cook Islands,1/3/2022,2,0,17564,,,,,,,
510,Costa Rica,1/3/2022,570556,7353,5094114,,,,,,,
511,Cote d'Ivoire,1/3/2022,72352,720,26378275,,,,,,,
512,Croatia,1/3/2022,722054,12653,4105268,,,,,,,
513,Cuba,1/3/2022,967498,8324,11326616,,,,,,,
514,Curacao,1/3/2022,22962,189,164100,,,,,,,
515,Cyprus,1/3/2022,177721,641,1207361,,,,,,,
516,Czechia,1/3/2022,2483762,36255,10708982,,,,,,,
517,Denmark,1/3/2022,840037,3292,5792203,,,,,,,
518,Djibouti,1/3/2022,13723,189,988002,,,,,,,
519,Dominica,1/3/2022,6862,47,71991,,,,,,,
520,Dominican Republic,1/3/2022,424809,4251,10847904,,,,,,,
521,Ecuador,1/3/2022,553201,33686,17643060,,,,,,,
522,Egypt,1/3/2022,387882,21817,102334403,,,,,,,
523,El Salvador,1/3/2022,122063,3826,6486201,,,,,,,
524,Equatorial Guinea,1/3/2022,13710,175,1402985,,,,,,,
525,Eritrea,1/3/2022,8063,76,3546427,,,,,,,
526,Estonia,1/3/2022,243236,1939,1326539,,,,,,,
527,Eswatini,1/3/2022,66441,1315,1160164,,,,,,,
528,Ethiopia,1/3/2022,428796,6969,114963583,,,,,,,
529,Falkland Islands,1/3/2022,83,0,3483,,,,,,,
530,Faroe Islands,1/3/2022,6367,15,48865,,,,,,,
531,Fiji,1/3/2022,55009,702,896444,,,,,,,
532,Finland,1/3/2022,286679,1751,5540718,,,,,,,
533,France,1/3/2022,10106833,121672,65273512,,,,,,,
534,French Guiana,1/3/2022,47631,338,298682,,,,,,,
535,French Polynesia,1/3/2022,46382,636,280904,,,,,,,
536,Gabon,1/3/2022,42640,290,2225728,,,,,,,
537,Gambia,1/3/2022,10170,343,2416664,,,,,,,
538,Georgia,1/3/2022,938583,13942,3989175,,,,,,,
539,Germany,1/3/2022,7207847,112223,83783945,,,,,,,
540,Ghana,1/3/2022,146119,1306,31072945,,,,,,,
541,Gibraltar,1/3/2022,8927,100,33691,,,,,,,
542,Greece,1/3/2022,1294741,20990,10423056,,,,,,,
543,Greenland,1/3/2022,2930,1,56772,,,,,,,
544,Grenada,1/3/2022,6338,200,112519,,,,,,,
545,Guadeloupe,1/3/2022,55795,831,400127,,,,,,,
546,Guam,1/3/2022,19689,273,168783,,,,,,,
547,Guatemala,1/3/2022,628804,16110,17915567,,,,,,,
548,Guernsey,1/3/2022,8489,24,,,,,,,,
549,Guinea,1/3/2022,32867,391,13132792,,,,,,,
550,Guinea-Bissau,1/3/2022,6499,149,1967998,,,,,,,
551,Guyana,1/3/2022,40154,1056,786559,,,,,,,
552,Haiti,1/3/2022,26056,766,11402533,,,,,,,
553,Honduras,1/3/2022,379402,10433,9904608,,,,,,,
554,Hungary,1/3/2022,1262280,39434,9660350,,,,,,,
555,Iceland,1/3/2022,31070,38,341250,,,,,,,
556,India,1/3/2022,34960261,482017,1380004385,,,,,,,
557,Indonesia,1/3/2022,4263433,144102,273523621,,,,,,,
558,Iran,1/3/2022,6198590,131702,83992953,,,,,,,
559,Iraq,1/3/2022,2094349,24174,40222503,,,,,,,
560,Ireland,1/3/2022,845897,5912,4937796,,,,,,,
561,Isle of Man,1/3/2022,13754,67,85032,,,,,,,
562,Israel,1/3/2022,1404916,8247,8655541,,,,,,,
563,Italy,1/3/2022,6396110,137786,60461828,,,,,,,
564,Jamaica,1/3/2022,95946,2477,2961161,,,,,,,
565,Japan,1/3/2022,1735478,18405,126476458,,,,,,,
566,Jersey,1/3/2022,20254,89,,,,,,,,
567,Jordan,1/3/2022,1067253,12742,10203140,,,,,,,
568,Kazakhstan,1/3/2022,1073786,18211,18776707,,,,,,,
569,Kenya,1/3/2022,299732,5394,53771300,,,,,,,
570,Kiribati,1/3/2022,2,0,119446,,,,,,,
571,Kosovo,1/3/2022,161598,2991,1935259,,,,,,,
572,Kuwait,1/3/2022,419314,2468,4270563,,,,,,,
573,Kyrgyzstan,1/3/2022,184827,2805,6524191,,,,,,,
574,Laos,1/3/2022,113432,391,7275556,,,,,,,
575,Latvia,1/3/2022,277692,4594,1886202,,,,,,,
576,Lebanon,1/3/2022,735727,9174,6825442,,,,,,,
577,Lesotho,1/3/2022,29999,673,2142252,,,,,,,
578,Liberia,1/3/2022,6278,287,5057677,,,,,,,
579,Libya,1/3/2022,390284,5727,6871287,,,,,,,
580,Liechtenstein,1/3/2022,6236,71,38137,,,,,,,
581,Lithuania,1/3/2022,529212,7452,2722291,,,,,,,
582,Luxembourg,1/3/2022,105358,917,625976,,,,,,,
583,Madagascar,1/3/2022,50279,1027,27691019,,,,,,,
584,Malawi,1/3/2022,76295,2378,19129955,,,,,,,
585,Malaysia,1/3/2022,2767044,31560,32365998,,,,,,,
586,Maldives,1/3/2022,96294,262,540542,,,,,,,
587,Mali,1/3/2022,21806,668,20250834,,,,,,,
588,Malta,1/3/2022,55062,479,441539,,,,,,,
589,Marshall Islands,1/3/2022,4,0,59194,,,,,,,
590,Martinique,1/3/2022,48123,777,375265,,,,,,,
591,Mauritania,1/3/2022,42672,872,4649660,,,,,,,
592,Mauritius,1/3/2022,68661,786,1271767,,,,,,,
593,Mayotte,1/3/2022,21911,185,272813,,,,,,,
594,Mexico,1/3/2022,3993464,299581,128932753,,,,,,,
595,Micronesia,1/3/2022,1,0,115021,,,,,,,
596,Moldova,1/3/2022,376844,10306,4033963,,,,,,,
597,Monaco,1/3/2022,4985,39,39244,,,,,,,
598,Mongolia,1/3/2022,693849,2062,3278292,,,,,,,
599,Montenegro,1/3/2022,174865,2420,628062,,,,,,,
600,Montserrat,1/3/2022,66,1,4999,,,,,,,
601,Morocco,1/3/2022,967662,14862,36910558,,,,,,,
602,Mozambique,1/3/2022,193371,2031,31255435,,,,,,,
603,Burma,1/3/2022,531155,19277,54409794,,,,,,,
604,Namibia,1/3/2022,149741,3656,2540916,,,,,,,
605,Nepal,1/3/2022,829277,11598,29136808,,,,,,,
606,Netherlands,1/3/2022,3198835,20971,17134873,,,,,,,
607,New Caledonia,1/3/2022,12854,281,285491,,,,,,,
608,New Zealand,1/3/2022,14365,51,4822233,,,,,,,
609,Nicaragua,1/3/2022,13563,217,6624554,,,,,,,
610,Niger,1/3/2022,7508,277,24206636,,,,,,,
611,Nigeria,1/3/2022,244120,3045,206139587,,,,,,,
612,North Korea,1/3/2022,0,0,25778815,,,,,,,
613,North Macedonia,1/3/2022,225972,7981,2083380,,,,,,,
614,Northern Mariana Islands,1/3/2022,3297,17,57557,,,,,,,
615,Norway,1/3/2022,404551,1305,5421242,,,,,,,
616,Oman,1/3/2022,306008,4117,5106622,,,,,,,
617,Pakistan,1/3/2022,1297865,28945,220892331,,,,,,,
618,Palau,1/3/2022,13,0,18092,,,,,,,
619,West Bank and Gaza,1/3/2022,469748,4919,5101416,,,,,,,
620,Panama,1/3/2022,500148,7440,4314768,,,,,,,
621,Papua New Guinea,1/3/2022,36192,590,8947027,,,,,,,
622,Paraguay,1/3/2022,469523,16642,7132530,,,,,,,
623,Peru,1/3/2022,2304674,202818,32971846,,,,,,,
624,Philippines,1/3/2022,2855819,51586,109581085,,,,,,,
625,Poland,1/3/2022,4133851,97601,37846605,,,,,,,
626,Portugal,1/3/2022,1434570,19000,10196707,,,,,,,
627,Puerto Rico,1/3/2022,303533,3314,2860840,,,,,,,
628,Qatar,1/3/2022,253536,618,2881060,,,,,,,
629,Reunion,1/3/2022,76602,409,895308,,,,,,,
630,Romania,1/3/2022,1813056,58814,19237682,,,,,,,
631,Russia,1/3/2022,10374292,305096,145934460,,,,,,,
632,Rwanda,1/3/2022,114580,1357,12952209,,,,,,,
633,St. Martin (French part),1/3/2022,4250,58,38659,,,,,,,
634,Samoa,1/3/2022,3,0,198410,,,,,,,
635,San Marino,1/3/2022,8487,102,33938,,,,,,,
636,São Tomé and Príncipe,1/3/2022,3945,58,219161,,,,,,,
637,Saudi Arabia,1/3/2022,559852,8881,34813867,,,,,,,
638,Senegal,1/3/2022,75959,1890,16743930,,,,,,,
639,Serbia,1/3/2022,1305621,12787,6802111,,,,,,,
640,Seychelles,1/3/2022,24788,134,98340,,,,,,,
641,Sierra Leone,1/3/2022,7220,123,7976985,,,,,,,
642,Singapore,1/3/2022,280754,829,5850343,,,,,,,
643,Sint Maarten,1/3/2022,5301,75,42882,,,,,,,
644,Slovakia,1/3/2022,1376559,16740,5459643,,,,,,,
645,Slovenia,1/3/2022,467565,5614,2078932,,,,,,,
646,Solomon Islands,1/3/2022,24,0,686878,,,,,,,
647,Somalia,1/3/2022,23532,1333,15893219,,,,,,,
648,South Africa,1/3/2022,3475512,91312,59308690,,,,,,,
649,South Korea,1/3/2022,645226,5781,51269183,,,,,,,
650,South Sudan,1/3/2022,15242,135,11193729,,,,,,,
651,Spain,1/3/2022,6667511,89573,46754783,,,,,,,
652,Sri Lanka,1/3/2022,588300,15037,21413250,,,,,,,
653,St. Barthelemy,1/3/2022,1895,6,9885,,,,,,,
654,St. Helena,1/3/2022,4,0,6071,,,,,,,
655,St. Kitts and Nevis,1/3/2022,3252,28,53192,,,,,,,
656,St. Lucia,1/3/2022,13816,301,183629,,,,,,,
657,St. Pierre and Miquelon,1/3/2022,100,0,5795,,,,,,,
658,St. Vincent and Grenadines,1/3/2022,5991,83,110947,,,,,,,
659,Sudan,1/3/2022,46518,3331,43849269,,,,,,,
660,Suriname,1/3/2022,53640,1190,586634,,,,,,,
661,Sweden,1/3/2022,1314784,15310,10099270,,,,,,,
662,Switzerland,1/3/2022,1371062,12268,8654618,,,,,,,
663,Syria,1/3/2022,50364,2908,17500657,,,,,,,
664,Tajikistan,1/3/2022,17493,125,9537642,,,,,,,
665,Tanzania,1/3/2022,29306,737,59734213,,,,,,,
666,Thailand,1/3/2022,2232485,21738,69799978,,,,,,,
667,Timor-Leste,1/3/2022,19842,122,1318442,,,,,,,
668,Togo,1/3/2022,31390,250,8278737,,,,,,,
669,Tonga,1/3/2022,1,0,105697,,,,,,,
670,Trinidad and Tobago,1/3/2022,92997,2936,1399491,,,,,,,
671,Tunisia,1/3/2022,728802,25588,11818618,,,,,,,
672,Turkey,1/3/2022,9597670,82795,84339067,,,,,,,
673,Turks and Caicos Islands,1/3/2022,3562,26,38718,,,,,,,
674,U.S. Virgin Islands,1/3/2022,10290,89,104423,,,,,,,
675,Uganda,1/3/2022,145963,3306,45741000,,,,,,,
676,Ukraine,1/3/2022,3856359,102558,43733759,,,,,,,
677,United Arab Emirates,1/3/2022,769608,2169,9890400,,,,,,,
678,United Kingdom,1/3/2022,13422815,148893,67886004,,,,,,,
679,United States,1/3/2022,56018306,824885,331002647,,,,,,,
680,Uruguay,1/3/2022,416970,6177,3473727,,,,,,,
681,Uzbekistan,1/3/2022,199182,1485,33469199,,,,,,,
682,Vanuatu,1/3/2022,7,1,307150,,,,,,,
683,Holy See,1/3/2022,27,0,809,,,,,,,
684,Venezuela,1/3/2022,445082,5335,28435943,,,,,,,
685,Vietnam,1/3/2022,1778976,33021,97338583,,,,,,,
686,Wallis and Futuna,1/3/2022,454,7,11246,,,,,,,
687,Yemen,1/3/2022,10138,1984,29825968,,,,,,,
688,Zambia,1/3/2022,261221,3753,18383956,,,,,,,
689,Zimbabwe,1/3/2022,216087,5047,14862927,,,,,,,
690,Afghanistan,1/4/2022,158205,7365,38928341,,,,,,,
691,Albania,1/4/2022,212021,3224,2877800,,,,,,,
692,Algeria,1/4/2022,219953,6303,43851043,,,,,,,
693,American Samoa,1/4/2022,11,0,55197,,,,,,,
694,Andorra,1/4/2022,24802,141,77265,,,,,,,
695,Angola,1/4/2022,84666,1778,32866268,,,,,,,
696,Anguilla,1/4/2022,1777,6,15002,,,,,,,
697,Antarctica,1/4/2022,11,0,,,,,,,,
698,Antigua and Barbuda,1/4/2022,4486,119,97928,,,,,,,
699,Argentina,1/4/2022,5820536,117294,45195777,,,,,,,
700,Armenia,1/4/2022,345126,7986,2963234,,,,,,,
701,Aruba,1/4/2022,23048,181,106766,,,,,,,
702,Australia,1/4/2022,608803,2290,25499881,,,,,,,
703,Austria,1/4/2022,1284811,16879,9006400,,,,,,,
704,Azerbaijan,1/4/2022,618365,8398,10139175,,,,,,,
705,Bahamas,1/4/2022,26011,717,393248,,,,,,,
706,Bahrain,1/4/2022,285448,1395,1701583,,,,,,,
707,Bangladesh,1/4/2022,1587915,28087,164689383,,,,,,,
708,Barbados,1/4/2022,29698,263,287371,,,,,,,
709,Belarus,1/4/2022,702374,5638,9449321,,,,,,,
710,Belgium,1/4/2022,2151914,28407,11589616,,,,,,,
711,Belize,1/4/2022,34087,605,397621,,,,,,,
712,Benin,1/4/2022,25522,161,12123198,,,,,,,
713,Bermuda,1/4/2022,6936,110,62273,,,,,,,
714,Bhutan,1/4/2022,2666,3,771612,,,,,,,
715,Bolivia,1/4/2022,622312,19763,11673029,,,,,,,
716,Bosnia and Herzegovina,1/4/2022,293684,13517,3280815,,,,,,,
717,Botswana,1/4/2022,222053,2452,2351625,,,,,,,
718,Brazil,1/4/2022,22328252,619654,212559409,,,,,,,
719,British Virgin Islands,1/4/2022,3760,40,30237,,,,,,,
720,Brunei,1/4/2022,15506,98,437483,,,,,,,
721,Bulgaria,1/4/2022,757710,31237,6948445,,,,,,,
722,Burkina Faso,1/4/2022,18637,333,20903278,,,,,,,
723,Burundi,1/4/2022,32076,38,11890781,,,,,,,
724,Cambodia,1/4/2022,120526,3015,16718971,,,,,,,
725,Cameroon,1/4/2022,109367,1851,26545864,,,,,,,
726,Canada,1/4/2022,2372323,30825,37742157,,,,,,,
727,Cape Verde,1/4/2022,44592,354,555988,,,,,,,
728,"Bonaire, Sint Eustatius and Saba",1/4/2022,3664,23,26221,,,,,,,
729,Cayman Islands,1/4/2022,9509,12,65720,,,,,,,
730,Central African Republic,1/4/2022,12163,101,4829764,,,,,,,
731,Chad,1/4/2022,6185,184,16425859,,,,,,,
732,Channel Islands,1/4/2022,0,0,173859,,,,,,,
733,Chile,1/4/2022,1812348,39174,19116209,,,,,,,
734,China,1/4/2022,145900,5699,1471286879,,,,,,,
735,Colombia,1/4/2022,5203374,130100,50882884,,,,,,,
736,Comoros,1/4/2022,7068,159,869595,,,,,,,
737,Congo (Brazzaville),1/4/2022,21277,369,5518092,,,,,,,
738,Congo (Kinshasa),1/4/2022,79274,1225,89561404,,,,,,,
739,Cook Islands,1/4/2022,2,0,17564,,,,,,,
740,Costa Rica,1/4/2022,575871,7366,5094114,,,,,,,
741,Cote d'Ivoire,1/4/2022,73786,723,26378275,,,,,,,
742,Croatia,1/4/2022,727899,12699,4105268,,,,,,,
743,Cuba,1/4/2022,968171,8324,11326616,,,,,,,
744,Curacao,1/4/2022,23692,189,164100,,,,,,,
745,Cyprus,1/4/2022,183178,646,1207361,,,,,,,
746,Czechia,1/4/2022,2493145,36326,10708982,,,,,,,
747,Denmark,1/4/2022,865110,3307,5792203,,,,,,,
748,Djibouti,1/4/2022,13769,189,988002,,,,,,,
749,Dominica,1/4/2022,7073,47,71991,,,,,,,
750,Dominican Republic,1/4/2022,428509,4252,10847904,,,,,,,
751,Ecuador,1/4/2022,554436,33690,17643060,,,,,,,
752,Egypt,1/4/2022,388651,21836,102334403,,,,,,,
753,El Salvador,1/4/2022,122063,3826,6486201,,,,,,,
754,Equatorial Guinea,1/4/2022,13710,175,1402985,,,,,,,
755,Eritrea,1/4/2022,8128,77,3546427,,,,,,,
756,Estonia,1/4/2022,244733,1940,1326539,,,,,,,
757,Eswatini,1/4/2022,66674,1318,1160164,,,,,,,
758,Ethiopia,1/4/2022,432807,6981,114963583,,,,,,,
759,Falkland Islands,1/4/2022,83,0,3483,,,,,,,
760,Faroe Islands,1/4/2022,6646,15,48865,,,,,,,
761,Fiji,1/4/2022,55009,702,896444,,,,,,,
762,Finland,1/4/2022,296204,1764,5540718,,,,,,,
763,France,1/4/2022,10371017,122014,65273512,,,,,,,
764,French Guiana,1/4/2022,49771,339,298682,,,,,,,
765,French Polynesia,1/4/2022,46474,636,280904,,,,,,,
766,Gabon,1/4/2022,42640,290,2225728,,,,,,,
767,Gambia,1/4/2022,10376,343,2416664,,,,,,,
768,Georgia,1/4/2022,942173,14009,3989175,,,,,,,
769,Germany,1/4/2022,7238408,112579,83783945,,,,,,,
770,Ghana,1/4/2022,147203,1309,31072945,,,,,,,
771,Gibraltar,1/4/2022,9059,100,33691,,,,,,,
772,Greece,1/4/2022,1344923,21053,10423056,,,,,,,
773,Greenland,1/4/2022,3134,1,56772,,,,,,,
774,Grenada,1/4/2022,6787,200,112519,,,,,,,
775,Guadeloupe,1/4/2022,56515,831,400127,,,,,,,
776,Guam,1/4/2022,19899,273,168783,,,,,,,
777,Guatemala,1/4/2022,629811,16111,17915567,,,,,,,
778,Guernsey,1/4/2022,8651,25,,,,,,,,
779,Guinea,1/4/2022,33045,391,13132792,,,,,,,
780,Guinea-Bissau,1/4/2022,6514,149,1967998,,,,,,,
781,Guyana,1/4/2022,40639,1058,786559,,,,,,,
782,Haiti,1/4/2022,26213,773,11402533,,,,,,,
783,Honduras,1/4/2022,379402,10433,9904608,,,,,,,
784,Hungary,1/4/2022,1264709,39517,9660350,,,,,,,
785,Iceland,1/4/2022,32540,38,341250,,,,,,,
786,India,1/4/2022,35018358,482551,1380004385,,,,,,,
787,Indonesia,1/4/2022,4263732,144105,273523621,,,,,,,
788,Iran,1/4/2022,6200296,131736,83992953,,,,,,,
789,Iraq,1/4/2022,2094667,24182,40222503,,,,,,,
790,Ireland,1/4/2022,867199,5912,4937796,,,,,,,
791,Isle of Man,1/4/2022,16975,67,85032,,,,,,,
792,Israel,1/4/2022,1411798,8247,8655541,,,,,,,
793,Italy,1/4/2022,6566947,138045,60461828,,,,,,,
794,Jamaica,1/4/2022,96331,2479,2961161,,,,,,,
795,Japan,1/4/2022,1736627,18406,126476458,,,,,,,
796,Jersey,1/4/2022,20677,89,,,,,,,,
797,Jordan,1/4/2022,1069549,12765,10203140,,,,,,,
798,Kazakhstan,1/4/2022,1073789,18256,18776707,,,,,,,
799,Kenya,1/4/2022,302134,5401,53771300,,,,,,,
800,Kiribati,1/4/2022,2,0,119446,,,,,,,
801,Kosovo,1/4/2022,161706,2991,1935259,,,,,,,
802,Kuwait,1/4/2022,420796,2468,4270563,,,,,,,
803,Kyrgyzstan,1/4/2022,184879,2807,6524191,,,,,,,
804,Laos,1/4/2022,113951,403,7275556,,,,,,,
805,Latvia,1/4/2022,279320,4600,1886202,,,,,,,
806,Lebanon,1/4/2022,740814,9193,6825442,,,,,,,
807,Lesotho,1/4/2022,29999,673,2142252,,,,,,,
808,Liberia,1/4/2022,6404,287,5057677,,,,,,,
809,Libya,1/4/2022,390935,5740,6871287,,,,,,,
810,Liechtenstein,1/4/2022,6348,71,38137,,,,,,,
811,Lithuania,1/4/2022,531687,7474,2722291,,,,,,,
812,Luxembourg,1/4/2022,106235,918,625976,,,,,,,
813,Madagascar,1/4/2022,52434,1067,27691019,,,,,,,
814,Malawi,1/4/2022,76801,2386,19129955,,,,,,,
815,Malaysia,1/4/2022,2769886,31591,32365998,,,,,,,
816,Maldives,1/4/2022,96522,263,540542,,,,,,,
817,Mali,1/4/2022,22383,670,20250834,,,,,,,
818,Malta,1/4/2022,56209,479,441539,,,,,,,
819,Marshall Islands,1/4/2022,4,0,59194,,,,,,,
820,Martinique,1/4/2022,50005,784,375265,,,,,,,
821,Mauritania,1/4/2022,43497,874,4649660,,,,,,,
822,Mauritius,1/4/2022,68661,786,1271767,,,,,,,
823,Mayotte,1/4/2022,24671,186,272813,,,,,,,
824,Mexico,1/4/2022,4008648,299711,128932753,,,,,,,
825,Micronesia,1/4/2022,1,0,115021,,,,,,,
826,Moldova,1/4/2022,377496,10319,4033963,,,,,,,
827,Monaco,1/4/2022,4985,39,39244,,,,,,,
828,Mongolia,1/4/2022,695196,2065,3278292,,,,,,,
829,Montenegro,1/4/2022,177455,2422,628062,,,,,,,
830,Montserrat,1/4/2022,66,1,4999,,,,,,,
831,Morocco,1/4/2022,971961,14867,36910558,,,,,,,
832,Mozambique,1/4/2022,196346,2042,31255435,,,,,,,
833,Burma,1/4/2022,531299,19278,54409794,,,,,,,
834,Namibia,1/4/2022,150145,3656,2540916,,,,,,,
835,Nepal,1/4/2022,829632,11601,29136808,,,,,,,
836,Netherlands,1/4/2022,3223325,20990,17134873,,,,,,,
837,New Caledonia,1/4/2022,12990,281,285491,,,,,,,
838,New Zealand,1/4/2022,14405,51,4822233,,,,,,,
839,Nicaragua,1/4/2022,13563,217,6624554,,,,,,,
840,Niger,1/4/2022,7590,277,24206636,,,,,,,
841,Nigeria,1/4/2022,244548,3053,206139587,,,,,,,
842,North Korea,1/4/2022,0,0,25778815,,,,,,,
843,North Macedonia,1/4/2022,227168,7996,2083380,,,,,,,
844,Northern Mariana Islands,1/4/2022,3392,18,57557,,,,,,,
845,Norway,1/4/2022,412472,1307,5421242,,,,,,,
846,Oman,1/4/2022,306240,4117,5106622,,,,,,,
847,Pakistan,1/4/2022,1298763,28950,220892331,,,,,,,
848,Palau,1/4/2022,13,0,18092,,,,,,,
849,West Bank and Gaza,1/4/2022,471090,4947,5101416,,,,,,,
850,Panama,1/4/2022,500148,7440,4314768,,,,,,,
851,Papua New Guinea,1/4/2022,36193,590,8947027,,,,,,,
852,Paraguay,1/4/2022,470460,16645,7132530,,,,,,,
853,Peru,1/4/2022,2309856,202867,32971846,,,,,,,
854,Philippines,1/4/2022,2861119,51604,109581085,,,,,,,
855,Poland,1/4/2022,4145518,98034,37846605,,,,,,,
856,Portugal,1/4/2022,1460406,19015,10196707,,,,,,,
857,Puerto Rico,1/4/2022,305419,3318,2860840,,,,,,,
858,Qatar,1/4/2022,255231,618,2881060,,,,,,,
859,Reunion,1/4/2022,76602,409,895308,,,,,,,
860,Romania,1/4/2022,1816956,58866,19237682,,,,,,,
861,Russia,1/4/2022,10390052,305906,145934460,,,,,,,
862,Rwanda,1/4/2022,116057,1357,12952209,,,,,,,
863,St. Martin (French part),1/4/2022,4250,58,38659,,,,,,,
864,Samoa,1/4/2022,3,0,198410,,,,,,,
865,San Marino,1/4/2022,8682,102,33938,,,,,,,
866,São Tomé and Príncipe,1/4/2022,4010,58,219161,,,,,,,
867,Saudi Arabia,1/4/2022,562437,8883,34813867,,,,,,,
868,Senegal,1/4/2022,76233,1891,16743930,,,,,,,
869,Serbia,1/4/2022,1310845,12806,6802111,,,,,,,
870,Seychelles,1/4/2022,25610,134,98340,,,,,,,
871,Sierra Leone,1/4/2022,7268,123,7976985,,,,,,,
872,Singapore,1/4/2022,281596,832,5850343,,,,,,,
873,Sint Maarten,1/4/2022,5708,75,42882,,,,,,,
874,Slovakia,1/4/2022,1381175,16788,5459643,,,,,,,
875,Slovenia,1/4/2022,470960,5623,2078932,,,,,,,
876,Solomon Islands,1/4/2022,24,0,686878,,,,,,,
877,Somalia,1/4/2022,23532,1333,15893219,,,,,,,
878,South Africa,1/4/2022,3483590,91451,59308690,,,,,,,
879,South Korea,1/4/2022,649669,5838,51269183,,,,,,,
880,South Sudan,1/4/2022,15745,136,11193729,,,,,,,
881,Spain,1/4/2022,6785286,89689,46754783,,,,,,,
882,Sri Lanka,1/4/2022,588929,15055,21413250,,,,,,,
883,St. Barthelemy,1/4/2022,1955,6,9885,,,,,,,
884,St. Helena,1/4/2022,4,0,6071,,,,,,,
